,genre,ClusterLabel
38830,International,2
38833,International,0
38834,International,2
38847,Experimental,2
38859,Experimental,0
38878,Electronic,2
38879,Experimental,2
38880,Experimental,2
38881,Experimental,2
38882,Experimental,2
38884,Experimental,2
38886,Experimental,2
38887,Experimental,2
38888,Experimental,2
38890,Experimental,2
38891,Experimental,2
38892,Experimental,2
38893,Experimental,2
38894,Experimental,2
38895,Experimental,2
38896,Experimental,2
38898,Experimental,2
38899,Experimental,2
38900,Experimental,2
38901,Experimental,2
38902,Experimental,2
38904,Experimental,2
38905,Experimental,2
38906,Experimental,2
38907,Experimental,2
38908,Experimental,2
38910,Experimental,2
38911,Experimental,2
38912,Experimental,2
38914,Experimental,2
38955,Pop,2
38961,Pop,2
38964,Experimental,2
38965,Experimental,2
38966,Experimental,1
38967,Experimental,7
39188,Experimental,2
39259,Experimental,2
39278,Experimental,2
39291,Electronic,2
39298,Rock,2
39316,Experimental,2
39317,Experimental,2
39318,Experimental,2
39357,International,5
39359,Rock,4
39378,Experimental,2
39484,Experimental,2
39488,Folk,7
39530,Pop,2
39605,Electronic,7
39607,Electronic,1
39658,Pop,2
39659,Pop,2
39660,Pop,2
39661,Pop,2
39662,Pop,2
39663,Pop,2
39664,Pop,2
39665,Pop,2
39666,Pop,2
39667,Pop,2
39875,Experimental,3
39900,Experimental,7
39904,Experimental,1
40121,Experimental,2
40122,Experimental,2
40123,Experimental,2
40133,Rock,2
40134,Rock,2
40139,Rock,2
40141,Rock,2
40147,Experimental,2
40161,Experimental,2
40180,Experimental,7
40182,Experimental,7
40229,Folk,2
40230,Folk,2
40231,Folk,2
40232,Folk,2
40233,Folk,2
40234,Folk,7
40235,Folk,2
40236,Folk,2
40237,Folk,2
40238,Folk,2
40239,Folk,2
40240,Folk,2
40241,Folk,2
40242,Folk,2
40243,Folk,2
40244,Folk,2
40245,Folk,2
40250,Instrumental,7
40509,Experimental,2
40525,Hip-Hop,0
40541,Hip-Hop,2
40542,Hip-Hop,2
40598,Experimental,0
40654,Instrumental,2
40655,Instrumental,2
40656,Instrumental,2
40657,Instrumental,1
40658,Instrumental,2
40659,Instrumental,2
40660,Instrumental,2
40683,Electronic,2
40725,Electronic,7
40842,Electronic,2
40843,Electronic,2
40844,Electronic,0
40845,Electronic,2
40851,Electronic,4
40903,Rock,2
40908,Experimental,2
40909,Experimental,2
40938,Rock,2
40940,Rock,2
40984,Rock,0
40985,Rock,2
40986,Rock,2
41018,International,2
41019,International,2
41020,International,2
41054,Experimental,2
41095,Rock,2
41147,Electronic,5
41191,Folk,2
41192,Folk,2
41310,Folk,2
41381,Pop,6
41568,Pop,2
41570,Folk,6
41573,Instrumental,7
41605,Experimental,2
41709,Experimental,2
41714,Experimental,6
41812,Rock,2
41819,Pop,3
41820,Pop,7
41825,Pop,2
41961,Rock,7
41962,Rock,2
41965,Rock,2
41971,Instrumental,0
41983,Instrumental,2
42014,International,2
42016,International,2
42017,International,2
42018,Electronic,2
42019,Electronic,2
42020,International,2
42023,International,2
42025,International,2
42029,International,2
42030,International,2
42031,International,7
42040,Hip-Hop,0
42044,Rock,2
42045,Hip-Hop,2
42046,Hip-Hop,0
42048,Pop,7
42119,Experimental,2
42126,Experimental,2
42129,Experimental,2
42135,Experimental,2
42138,Experimental,2
42139,Experimental,2
42141,Experimental,2
42146,Experimental,2
42234,International,2
42235,International,2
42236,International,2
42238,International,7
42240,International,7
42241,International,2
42243,International,7
42245,International,1
42247,International,2
42310,Rock,2
42372,Electronic,3
42373,Electronic,1
42374,Electronic,2
42375,Electronic,7
42376,Electronic,2
42377,Electronic,2
42442,Rock,7
42463,Folk,7
42475,Rock,2
42648,Folk,2
42659,Folk,0
42751,Pop,7
42761,Rock,3
42789,Rock,5
42844,Rock,0
42851,Rock,2
42911,Pop,7
42914,Pop,7
42915,Pop,0
42966,Experimental,2
42984,Experimental,2
43016,International,2
43018,International,2
43019,International,2
43020,International,2
43021,International,2
43022,International,2
43023,International,2
43024,International,2
43025,International,2
43026,International,2
43027,International,2
43028,International,2
43029,International,2
43030,International,2
43063,Experimental,7
43172,International,2
43173,International,2
43516,International,1
43517,International,1
43518,International,1
43519,International,1
43520,International,7
43521,International,7
43533,International,7
43534,International,7
43535,International,1
43536,International,7
43585,International,2
43586,International,7
43587,International,2
43588,International,1
43589,International,7
43590,International,1
43592,International,7
43593,International,7
43594,International,1
43595,International,1
43596,International,1
43598,International,7
43599,International,4
43600,International,2
43608,Experimental,2
43621,Folk,2
43623,Folk,2
43691,Experimental,2
43695,International,0
43696,International,2
43697,International,7
43698,International,0
43699,International,1
43761,Folk,2
43765,International,2
43766,International,2
43767,International,7
43768,International,2
43773,Pop,7
43796,Folk,2
43842,Folk,2
43843,Folk,2
43844,Hip-Hop,2
43856,Hip-Hop,2
43857,Hip-Hop,2
43858,Hip-Hop,2
43859,Hip-Hop,2
43860,Hip-Hop,2
43861,Hip-Hop,2
43863,Hip-Hop,2
43865,Hip-Hop,2
43866,Hip-Hop,2
43867,Hip-Hop,2
43868,Hip-Hop,2
43869,Hip-Hop,2
43883,Experimental,7
43886,Experimental,2
43899,Hip-Hop,2
43911,Hip-Hop,2
43962,Folk,7
43965,Folk,7
44092,Electronic,2
44110,Experimental,7
44169,Experimental,2
44236,Hip-Hop,7
44342,Experimental,2
44347,Experimental,2
44354,Experimental,2
44355,Experimental,5
44777,Folk,7
44778,Experimental,3
44779,Experimental,7
44780,Experimental,2
44781,Experimental,2
44782,Experimental,2
44791,Experimental,2
44792,Experimental,7
44793,Experimental,1
44794,Experimental,7
44795,Experimental,1
44796,Experimental,2
44797,Experimental,2
44798,Experimental,2
44799,Experimental,7
44800,Experimental,0
44801,Experimental,2
44802,Experimental,2
44803,Experimental,2
44804,Experimental,0
44805,Pop,2
44806,Pop,0
44809,Pop,0
44820,International,2
44821,International,2
44822,International,2
44823,International,2
44848,Experimental,2
44849,Experimental,2
44850,Experimental,2
44851,Experimental,2
44853,Experimental,0
44854,Experimental,5
44917,Rock,2
44918,Rock,2
44946,International,2
44947,International,2
44948,International,2
44949,International,2
44950,International,2
44951,International,2
44952,International,2
45055,Rock,2
45099,Electronic,3
45100,Electronic,3
45101,Electronic,3
45102,Electronic,3
45103,Electronic,3
45119,Pop,2
45122,Pop,2
45125,Pop,2
45126,Pop,1
45127,Pop,7
45128,Pop,7
45149,Electronic,2
45150,Electronic,2
45151,Electronic,2
45152,Electronic,2
45153,Electronic,2
45154,Electronic,7
45335,Pop,1
45387,Instrumental,2
45388,Instrumental,0
45389,Instrumental,2
45390,Instrumental,0
45391,Instrumental,2
45392,Instrumental,2
45393,Instrumental,2
45474,Rock,2
45475,Rock,2
45508,Electronic,2
45513,Folk,2
45514,Folk,7
45515,Folk,5
45516,Folk,2
45517,Folk,7
45518,Folk,7
45519,Folk,2
45520,Folk,5
45521,Folk,7
45522,Folk,5
45523,Folk,1
45934,Experimental,2
45941,Experimental,2
46024,Rock,2
46043,Experimental,2
46058,Experimental,2
46068,Experimental,3
46078,Hip-Hop,2
46079,Experimental,1
46157,Electronic,2
46158,Electronic,2
46159,Electronic,2
46160,Electronic,1
46161,Experimental,2
46162,Experimental,2
46238,Experimental,2
46241,Experimental,2
46525,Instrumental,2
46611,Experimental,2
46711,Experimental,2
46717,Experimental,2
46718,Experimental,2
46720,Experimental,2
46726,Hip-Hop,2
46732,Pop,0
46733,Pop,0
46736,Pop,7
46839,Pop,2
46840,Pop,2
46841,Pop,2
46842,Pop,2
46844,Pop,2
46846,Pop,2
46854,Pop,2
46855,Pop,2
46928,Pop,7
46930,Pop,0
47032,Rock,0
47068,Electronic,7
47069,Electronic,2
47070,Electronic,2
47071,Electronic,2
47072,Electronic,2
47073,Electronic,2
47074,Electronic,2
47075,Electronic,2
47076,Electronic,7
47077,Electronic,2
47100,Pop,3
47192,Experimental,2
47193,Experimental,2
47194,Experimental,2
47195,Experimental,2
47196,Experimental,2
47197,Experimental,2
47198,Experimental,2
47199,Experimental,2
47200,Experimental,1
47201,Experimental,2
47202,Experimental,2
47260,Electronic,2
47471,Rock,2
47506,Folk,2
47510,Rock,2
47526,Rock,2
47628,Folk,2
47657,Electronic,2
47658,Electronic,2
47659,Electronic,2
47660,Electronic,2
47661,Folk,2
47662,Folk,2
47663,Folk,2
47665,Pop,4
47666,Pop,0
47670,Pop,0
47671,Pop,2
47707,Experimental,2
47826,Experimental,4
47835,Pop,0
47865,Folk,2
47868,Folk,2
47894,Pop,2
47895,Pop,2
47896,Pop,2
47897,Pop,2
47916,Rock,2
47921,Rock,2
48015,Rock,0
48042,Experimental,0
48043,Experimental,7
48044,Experimental,0
48046,Experimental,2
48269,Experimental,2
48293,Electronic,5
48307,Experimental,2
48317,Experimental,6
48367,Rock,5
48368,Rock,2
48369,Rock,7
48437,Electronic,2
48439,Electronic,2
48440,Electronic,2
48442,Electronic,2
48443,Electronic,7
48444,Pop,2
48446,Pop,2
48450,Pop,7
48452,Pop,1
48453,Pop,2
48454,Pop,0
48456,Pop,7
48457,Pop,2
48462,Electronic,2
48463,Electronic,1
48464,Electronic,5
48465,Electronic,0
48466,Electronic,0
48488,International,2
48489,International,2
48491,International,5
48492,International,7
48493,International,7
48494,International,2
48763,Rock,2
48808,Folk,2
48815,Folk,2
48861,Experimental,3
48862,Experimental,7
48863,Experimental,1
48864,Experimental,2
48865,Experimental,0
48931,Experimental,2
48990,Rock,2
48999,Rock,2
49029,Folk,2
49030,Folk,2
49039,Pop,2
49061,Experimental,2
49062,Experimental,2
49064,Experimental,2
49066,Experimental,2
49067,Experimental,7
49068,Experimental,2
49070,Experimental,2
49071,Experimental,7
49072,Experimental,7
49073,Experimental,2
49394,Experimental,2
49401,Experimental,2
49407,Experimental,2
49408,Experimental,2
49441,Rock,2
49473,Pop,2
49476,Hip-Hop,2
49477,Pop,3
49478,Hip-Hop,2
49479,Hip-Hop,2
49812,Rock,2
49817,Rock,2
49842,Folk,2
49843,Folk,3
49844,Folk,3
49845,Folk,2
49846,Folk,3
49847,Folk,0
49848,Folk,3
49849,Folk,2
49856,Folk,2
49857,Folk,2
50264,Hip-Hop,2
50272,Pop,2
50276,Folk,2
50283,International,7
50323,Folk,1
50444,Rock,7
50445,Rock,7
50446,Rock,7
50447,Rock,7
50448,Rock,7
50449,Rock,2
50539,Rock,2
50543,Rock,2
50752,Rock,7
50753,Rock,7
50754,Rock,7
50836,Experimental,6
50952,Folk,0
50955,Instrumental,0
50956,Instrumental,2
51004,International,2
51005,International,2
51006,International,1
51111,Experimental,2
51112,Experimental,2
51113,Experimental,2
51114,Experimental,7
51115,Experimental,2
51117,Experimental,2
51118,Experimental,0
51120,Pop,7
51157,Experimental,2
51158,Experimental,2
51203,Experimental,7
51260,Pop,3
51261,Pop,2
51262,Pop,2
51263,Pop,3
51265,Pop,0
51267,Pop,7
51268,Pop,7
51269,Pop,2
51271,Pop,1
51272,Pop,2
51273,Pop,2
51274,Pop,2
51275,Pop,2
51276,Pop,2
51278,Pop,0
51291,Pop,7
51292,Pop,0
51301,Experimental,2
51305,Experimental,2
51333,Folk,2
51479,Experimental,2
51655,Folk,2
51659,Folk,2
51661,Folk,2
51776,Instrumental,5
51784,Electronic,7
51785,Electronic,3
51918,Folk,2
51919,Folk,2
51923,Electronic,1
51954,Electronic,2
51991,International,0
51992,International,2
51998,International,2
51999,International,5
52000,International,0
52001,International,2
52034,Pop,2
52035,Pop,1
52036,Pop,0
52037,Pop,2
52039,Pop,2
52040,Pop,1
52041,Pop,1
52042,Pop,1
52044,Pop,1
52045,Pop,1
52118,International,2
52119,International,2
52120,International,2
52121,International,2
52122,International,2
52123,International,2
52124,International,2
52125,International,2
52126,International,2
52127,International,2
52128,International,2
52129,International,2
52141,Experimental,5
52375,Pop,2
52380,Pop,2
52389,Pop,2
52393,Pop,2
52409,Electronic,2
52446,Instrumental,2
52447,Instrumental,2
52448,Instrumental,2
52449,Instrumental,2
52451,Instrumental,2
52452,Instrumental,2
52500,Folk,2
52501,Folk,2
52502,Folk,2
52508,Folk,2
52522,Rock,2
52579,Hip-Hop,2
52628,Electronic,2
52629,Electronic,7
52630,Electronic,2
52631,Electronic,1
52632,Electronic,2
52633,Electronic,2
52634,Electronic,2
52635,Electronic,2
52636,Electronic,2
52637,Electronic,7
52638,Electronic,2
52639,Electronic,7
52641,Electronic,2
52642,Electronic,2
52644,Electronic,7
52645,Electronic,2
52646,Electronic,2
52647,Electronic,2
52648,Electronic,2
52649,Electronic,2
52650,Electronic,2
52859,Experimental,2
52860,Experimental,0
52861,Experimental,2
52862,Experimental,2
52945,Folk,2
52946,Folk,2
52947,Folk,2
52948,Folk,7
52950,Folk,2
52951,Folk,7
52953,Folk,2
52954,Folk,2
52955,Folk,2
53152,International,7
53154,International,2
53156,International,2
53157,International,2
53158,International,2
53159,International,7
53160,International,2
53228,Pop,2
53229,Pop,5
53299,International,2
53300,International,2
53301,International,2
53302,International,2
53379,Hip-Hop,2
53381,Hip-Hop,2
53457,Electronic,2
53496,Electronic,2
53576,Folk,2
53578,Folk,2
53586,Folk,2
53587,Folk,2
53588,Folk,2
53589,Folk,2
53591,Pop,2
53592,Pop,2
53675,Experimental,2
53723,International,2
53724,International,2
53725,International,2
53726,International,2
53727,International,2
53728,International,2
53729,Experimental,2
53807,Rock,2
53862,Electronic,3
53863,Electronic,3
53937,Pop,2
54019,Experimental,1
54031,Pop,2
54032,Pop,2
54033,Pop,2
54034,Pop,2
54037,Pop,2
54039,Pop,2
54061,Folk,7
54062,Folk,2
54063,Folk,2
54064,Folk,2
54149,Instrumental,2
54150,Instrumental,2
54151,Instrumental,2
54152,Instrumental,2
54153,Instrumental,2
54154,Instrumental,2
54155,Instrumental,2
54156,Instrumental,2
54158,Instrumental,2
54159,Instrumental,2
54160,Instrumental,2
54163,Rock,2
54234,Pop,2
54235,Pop,7
54236,Pop,2
54237,Pop,2
54297,Folk,2
54335,Electronic,2
54365,Hip-Hop,0
54376,Hip-Hop,2
54433,International,2
54436,International,3
54437,International,2
54438,International,0
54442,International,2
54443,International,2
54463,International,2
54464,International,2
54465,International,2
54466,International,2
54467,International,2
54468,International,2
54469,International,2
54470,International,2
54475,International,2
54476,International,2
54479,International,2
54480,International,2
54481,International,2
54482,International,2
54496,Experimental,2
54554,Experimental,7
54568,International,2
54570,International,7
54576,International,7
54578,International,2
54580,International,2
54621,Rock,2
54623,Rock,2
54624,Rock,2
54625,Rock,2
54626,Rock,2
54662,Electronic,2
54664,Pop,2
54665,Pop,0
54666,Pop,2
54667,Pop,7
54703,Folk,7
54719,Electronic,2
54735,Rock,2
54753,Hip-Hop,2
54874,Electronic,2
54942,Rock,2
55076,Pop,2
55097,Hip-Hop,2
55100,Hip-Hop,2
55101,Hip-Hop,2
55102,Hip-Hop,2
55113,Hip-Hop,2
55119,Hip-Hop,2
55120,Hip-Hop,2
55121,Hip-Hop,2
55122,Hip-Hop,2
55123,Hip-Hop,2
55124,Hip-Hop,2
55149,Electronic,2
55183,Electronic,1
55186,Electronic,1
55231,International,2
55232,International,2
55233,International,2
55234,International,2
55235,International,2
55236,International,2
55237,International,2
55238,International,2
55240,International,7
55241,International,2
55242,International,2
55285,Pop,2
55286,Pop,2
55287,Pop,2
55288,Pop,2
55289,Pop,2
55290,Pop,7
55291,Pop,2
55292,Pop,2
55293,Pop,2
55294,Pop,2
55295,Pop,7
55402,Rock,2
55430,Pop,2
55436,Pop,7
55437,Pop,2
55480,Experimental,2
55481,Experimental,2
55549,Hip-Hop,7
55572,Hip-Hop,7
55709,Rock,7
55710,Rock,2
55711,Rock,2
55712,Rock,2
55713,Rock,7
55714,Rock,2
55715,Rock,7
55716,Rock,7
55717,Rock,2
55718,Rock,7
55719,Rock,2
55782,Electronic,7
55783,Electronic,6
55786,Electronic,1
55807,Electronic,7
55808,Electronic,7
55809,Electronic,2
55810,Electronic,0
55811,Electronic,0
55826,International,2
55827,International,2
55828,International,2
55830,International,2
55831,International,2
55832,International,2
55833,International,2
55900,Hip-Hop,2
56010,Experimental,2
56015,Experimental,2
56020,Experimental,2
56028,Electronic,2
56029,Electronic,2
56030,International,2
56031,Experimental,2
56033,Experimental,1
56034,Electronic,2
56036,Electronic,2
56247,Pop,2
56248,Pop,2
56249,Pop,2
56273,Pop,2
56274,Pop,2
56275,Pop,2
56460,Pop,0
56465,International,2
56466,International,7
56467,International,2
56468,International,2
56469,International,2
56470,International,7
56471,International,2
56472,International,2
56474,International,2
56493,Hip-Hop,2
56495,Hip-Hop,1
56496,Hip-Hop,7
56497,Hip-Hop,2
56498,Hip-Hop,1
56499,Hip-Hop,1
56516,Folk,7
56517,Folk,0
56518,Folk,0
56519,Folk,2
56520,Folk,7
56521,Folk,7
56523,Electronic,2
56552,Rock,2
56559,Rock,0
56639,Hip-Hop,2
56640,Hip-Hop,2
56641,Hip-Hop,3
56645,Rock,2
56646,Rock,2
56648,Rock,2
56649,Rock,2
56650,Rock,2
56651,Rock,2
56686,International,2
56687,International,2
56688,International,2
56689,International,2
56690,International,2
56691,International,2
56692,International,2
56693,International,2
56694,International,2
56695,International,2
56696,International,2
56795,Electronic,2
56796,Electronic,2
56797,Electronic,2
56798,Electronic,2
56799,Electronic,2
56800,Electronic,2
56801,Electronic,2
56802,Electronic,2
56803,Electronic,2
56804,Electronic,2
56805,Electronic,2
56874,Electronic,2
56888,Experimental,2
56895,Pop,0
56929,Rock,2
57078,Pop,2
57164,Folk,2
57175,Folk,2
57176,Folk,2
57177,Folk,2
57178,Pop,4
57179,Pop,4
57180,Pop,7
57271,Experimental,3
57272,Experimental,2
57273,Experimental,2
57274,Experimental,3
57344,Experimental,7
57360,Experimental,7
57371,Instrumental,2
57417,Electronic,2
57418,Instrumental,0
57435,Pop,2
57437,Pop,2
57439,Pop,2
57440,Experimental,2
57442,Experimental,2
57500,Rock,2
57540,Electronic,2
57569,Rock,2
57626,Experimental,2
57627,Experimental,2
57628,Experimental,2
57629,Experimental,7
57630,Experimental,7
57639,Folk,2
57640,Folk,2
57648,Folk,2
57658,Rock,2
57661,Rock,2
57662,Rock,2
57663,Rock,2
57665,International,7
57691,International,0
57697,International,2
57819,Hip-Hop,2
57820,Hip-Hop,2
57821,Hip-Hop,6
57822,Hip-Hop,2
57823,Hip-Hop,7
57891,Rock,2
57892,Rock,7
57936,Experimental,2
57937,Experimental,2
57938,Experimental,2
57939,Experimental,7
57943,Experimental,2
57968,Rock,2
58052,Experimental,2
58053,Experimental,2
58054,Experimental,2
58060,Experimental,2
58061,Experimental,2
58063,Experimental,2
58068,Experimental,7
58070,Experimental,2
58115,Pop,2
58116,Pop,2
58117,Pop,2
58135,Folk,2
58140,Folk,2
58161,Pop,2
58162,Pop,7
58164,Pop,7
58166,Pop,7
58169,Pop,0
58170,Pop,6
58173,Pop,1
58174,Pop,2
58207,Hip-Hop,2
58212,Hip-Hop,2
58213,Hip-Hop,2
58215,Hip-Hop,2
58221,Rock,2
58225,Rock,7
58333,Rock,0
58334,Rock,0
58341,Electronic,5
58474,Pop,3
58539,Rock,2
58540,Rock,2
58541,Rock,0
58542,Rock,7
58543,Rock,2
59078,Rock,2
59373,Rock,2
59374,Rock,2
59443,Pop,2
59445,Pop,7
59446,Pop,2
59448,Pop,2
59449,Pop,0
59451,Pop,2
59454,Pop,2
59561,Rock,2
59562,Rock,0
59581,International,7
59653,International,0
59654,International,0
59656,International,0
59657,International,5
59658,International,0
59659,International,0
59660,International,5
59663,International,5
59664,International,1
59666,International,5
59667,International,5
59669,International,0
59671,International,5
59673,International,0
59675,International,0
59676,International,4
59677,International,0
59678,International,1
59679,International,0
59680,International,7
59681,International,0
59682,International,0
59683,International,1
59684,International,0
59685,International,0
59686,International,0
59687,International,0
59688,International,7
59695,International,1
59702,International,0
59706,International,0
59707,International,0
59708,International,0
59709,International,0
59710,International,0
59711,International,0
59718,International,0
59719,International,5
59720,International,0
59721,International,0
59723,International,0
59724,International,0
59725,International,0
59726,International,3
59727,International,0
59823,Experimental,2
59876,Rock,2
59930,Experimental,2
60037,International,2
60038,International,2
60041,International,7
60042,International,1
60045,International,2
60048,International,2
60074,Experimental,7
60143,International,0
60144,International,0
60145,International,7
60146,International,0
60170,Folk,2
60317,Experimental,2
60331,Experimental,2
60472,Hip-Hop,1
60474,Hip-Hop,7
60476,Hip-Hop,2
60477,Hip-Hop,7
60478,Hip-Hop,2
60510,Hip-Hop,2
60533,International,7
60534,International,1
60535,International,7
60536,International,0
60537,International,7
60544,International,1
60547,International,0
60548,International,0
60549,International,0
60736,Rock,2
60753,International,7
60754,International,7
60755,International,0
60756,International,0
60757,International,0
60758,International,0
60775,International,2
60776,International,2
60777,International,2
60857,International,7
60864,International,7
60865,International,2
60871,International,2
60872,International,7
60873,International,0
60874,International,2
60875,International,0
60994,Experimental,7
61006,Folk,2
61007,Folk,2
61008,Folk,2
61010,Folk,7
61011,Folk,2
61012,Folk,2
61013,Folk,2
61159,Hip-Hop,2
61160,Hip-Hop,2
61161,Hip-Hop,2
61172,Hip-Hop,2
61174,Hip-Hop,2
61175,Hip-Hop,2
61452,Hip-Hop,2
61453,Hip-Hop,7
61491,Rock,2
61492,Rock,2
61493,Rock,2
61587,Pop,7
61589,Pop,2
61591,Pop,2
61592,Pop,2
61668,Hip-Hop,2
61670,Pop,1
61679,Pop,2
61734,Pop,2
61736,Pop,2
61742,Pop,2
61814,Rock,7
61820,Rock,2
61821,Rock,7
61884,Hip-Hop,3
62001,Hip-Hop,2
62003,Instrumental,2
62005,Instrumental,2
62007,Instrumental,2
62163,Pop,7
62164,Pop,2
62165,Pop,7
62180,Instrumental,2
62183,International,7
62184,International,7
62185,International,7
62186,International,7
62187,International,2
62188,International,0
62189,International,7
62190,International,2
62191,International,2
62192,International,7
62193,International,7
62194,International,7
62195,International,7
62196,International,7
62337,Rock,2
62426,Folk,7
62436,Pop,0
62445,Rock,7
62446,Pop,0
62448,Pop,6
62449,Pop,7
62450,Pop,4
62452,Pop,2
62458,Rock,3
62525,International,2
62526,International,2
62527,International,2
62528,International,2
62529,International,2
62531,International,2
62532,International,2
62533,International,2
62534,International,2
62586,Rock,7
62589,International,2
62591,International,2
62592,International,2
62594,International,2
62595,International,2
62596,International,2
62655,Rock,2
62671,Electronic,2
62742,Pop,4
62748,Pop,7
62749,Pop,2
62750,Pop,2
62751,Pop,0
62753,Pop,7
63043,Rock,2
63044,Rock,2
63045,Rock,2
63064,Electronic,2
63065,Electronic,0
63117,Rock,2
63149,Experimental,0
63159,Experimental,2
63161,Experimental,4
63191,Rock,2
63208,Folk,2
63224,Pop,2
63226,Pop,2
63250,Folk,2
63251,Folk,2
63252,Folk,2
63253,Folk,2
63255,Folk,2
63257,Folk,2
63258,Folk,2
63287,Instrumental,2
63289,Instrumental,2
63290,Instrumental,2
63291,Instrumental,2
63292,Instrumental,2
63456,Folk,2
63457,Folk,2
63470,Rock,2
63471,Rock,2
63472,Rock,2
63626,Experimental,2
63655,Electronic,1
63733,Hip-Hop,2
63747,Hip-Hop,2
63755,Hip-Hop,0
63757,Hip-Hop,2
63770,Hip-Hop,2
63789,Hip-Hop,5
63803,Hip-Hop,2
63804,Hip-Hop,2
63805,Hip-Hop,2
63874,Hip-Hop,2
63900,Hip-Hop,2
63908,Hip-Hop,2
63922,Rock,7
63936,Experimental,7
63999,Pop,2
64005,Pop,2
64006,Pop,7
64007,Pop,7
64008,Pop,7
64009,Pop,0
64035,Rock,2
64078,Experimental,2
64079,Pop,2
64091,Experimental,2
64093,Experimental,2
64247,Experimental,2
64248,Experimental,2
64249,Experimental,2
64252,Experimental,2
64253,Experimental,2
64331,Electronic,2
64332,Electronic,5
64333,Electronic,2
64334,Electronic,2
64338,Hip-Hop,2
64364,Pop,1
64365,Pop,2
64366,Pop,1
64407,International,2
64408,International,2
64409,International,2
64410,International,2
64515,Hip-Hop,1
64516,Hip-Hop,1
64517,Hip-Hop,7
64519,Hip-Hop,7
64520,Hip-Hop,2
64521,Hip-Hop,2
64522,Hip-Hop,2
64523,Hip-Hop,2
64535,Electronic,2
64536,Electronic,2
64537,Electronic,2
64538,Electronic,2
64542,Electronic,2
64553,Folk,2
64556,Folk,0
64567,Rock,2
64590,International,7
64591,International,2
64592,International,2
64593,International,2
64594,Experimental,2
64601,Experimental,2
64604,Experimental,2
64618,Electronic,2
64625,Hip-Hop,2
64626,Hip-Hop,0
64627,Hip-Hop,3
64628,Hip-Hop,5
64629,Hip-Hop,2
64630,Hip-Hop,7
64631,Hip-Hop,5
64659,Rock,2
64787,Pop,2
64788,Pop,7
64789,Pop,7
64796,Pop,2
64809,Folk,7
64834,Pop,2
64840,Pop,2
64841,Pop,2
64854,Experimental,7
64855,Experimental,7
64856,Experimental,7
64857,Experimental,7
64858,Experimental,0
64859,Experimental,7
64860,Experimental,0
64861,Experimental,7
64862,Experimental,0
64863,Experimental,2
64864,Experimental,5
64865,Experimental,7
64866,Experimental,7
64893,Experimental,2
64895,Experimental,2
64896,Experimental,2
64918,Rock,0
64919,Rock,2
64988,Hip-Hop,2
64989,Hip-Hop,2
64990,Hip-Hop,2
64991,Hip-Hop,2
64992,Hip-Hop,2
64993,Hip-Hop,2
64994,Hip-Hop,7
64995,Hip-Hop,2
65037,Electronic,2
65038,Electronic,2
65039,Electronic,2
65040,Electronic,2
65063,Electronic,2
65064,Electronic,2
65073,Electronic,0
65076,International,2
65077,International,2
65090,Experimental,2
65234,Experimental,2
65265,Experimental,2
65488,Electronic,0
65619,Rock,2
65683,Folk,2
65685,Folk,0
65745,Hip-Hop,2
65752,Hip-Hop,2
65755,Pop,7
65756,Pop,2
65777,Electronic,2
65779,Electronic,7
65780,Electronic,2
65893,Folk,2
66058,Folk,2
66073,Electronic,2
66074,Electronic,2
66075,Electronic,2
66076,Electronic,2
66180,Folk,2
66187,Folk,1
66390,Electronic,3
66394,Rock,2
66405,Rock,2
66469,Experimental,2
66482,Experimental,2
66483,Experimental,2
66525,Instrumental,6
66534,Rock,0
66535,Rock,3
66536,Rock,3
66537,Rock,3
66538,Rock,3
66539,Rock,5
66636,Electronic,2
66637,Electronic,2
66638,Electronic,2
66641,Pop,2
66643,Pop,2
66644,Pop,2
66646,Pop,2
66648,Pop,2
66649,Pop,2
66650,Pop,2
66689,Electronic,2
66690,Electronic,2
66717,Rock,7
66757,Instrumental,2
66782,Pop,2
66783,Pop,2
67007,Pop,2
67010,Pop,2
67011,Folk,7
67016,Folk,2
67017,Folk,2
67121,Rock,2
67163,Rock,2
67232,Hip-Hop,2
67233,Hip-Hop,2
67235,Hip-Hop,2
67237,Rock,2
67308,Electronic,2
67330,Pop,0
67331,Pop,1
67332,Pop,7
67333,Pop,1
67334,Pop,7
67336,Pop,0
67357,Pop,7
67358,Pop,2
67359,Pop,2
67360,Pop,7
67361,Pop,2
67362,Pop,2
67363,Pop,1
67364,Pop,1
67365,Pop,7
67366,Pop,2
67367,Pop,7
67368,Pop,2
67412,Rock,2
67457,Experimental,2
67470,Electronic,2
67500,Experimental,7
67553,Electronic,2
67556,Rock,2
67557,Rock,2
67558,Rock,2
67597,Folk,2
67598,Folk,2
67600,Folk,2
67637,Electronic,2
67638,Electronic,2
67639,Electronic,2
67640,Electronic,2
67660,Rock,7
67661,Rock,2
67673,Rock,2
67707,Experimental,3
67760,Pop,2
67763,Folk,2
67764,Folk,2
67765,Folk,2
67766,Folk,2
67784,Hip-Hop,2
67793,Hip-Hop,2
67829,Experimental,7
68353,Pop,2
68354,Pop,2
68355,Pop,2
68356,Pop,2
68404,Rock,2
68407,Experimental,7
68410,Experimental,2
68444,Electronic,0
68531,Hip-Hop,2
68536,Experimental,7
68537,Experimental,2
68538,Experimental,2
68539,Experimental,0
68540,Experimental,5
68541,Experimental,0
68543,Experimental,0
68549,Experimental,2
