,album,album,album,album,album,album,album,album,album,album,album,album,album,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,set,set,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track,track
545,0,2008-11-26 02:07:50,2009-01-14 00:00:00,,2,142,"<p>Yes, that Charles Manson.&nbsp; Recorded by Manson in San Quentin in 2005 on a portable tape recorder.</p>
<p>artwork by Charles Manson.</p>",4681,,[],One Mind,16,Album,,,,"<p>Sure, there was some crazy and a mind-altering drug or two operative in the Tate murders, but there was also a method to Charlie's madness.&nbsp; Roman and Sharon had rented the house where the murders occurred from former Byrds producer, Terry Melcher.&nbsp; Dennis Wilson had introduced Manson and Melcher, trying to set up a record deal.&nbsp; Melcher declined, Manson became enraged, and we all know what happens next.</p>",0,2008-11-26 02:05:27,9,101,37.9402716,San Qunetin,-122.4875593,,Charles Manson,,['charles manson'],http://www.charliemanson.com/,,training,large,128000,0,,2008-11-26 02:04:17,2008-11-26 00:00:00,242,0,Folk,[17],[17],,532,en,Attribution-Noncommercial-Share Alike 3.0 United States,64,,12,,[],Interpretations
546,0,2008-11-26 02:07:50,2009-01-14 00:00:00,,2,142,"<p>Yes, that Charles Manson.&nbsp; Recorded by Manson in San Quentin in 2005 on a portable tape recorder.</p>
<p>artwork by Charles Manson.</p>",4681,,[],One Mind,16,Album,,,,"<p>Sure, there was some crazy and a mind-altering drug or two operative in the Tate murders, but there was also a method to Charlie's madness.&nbsp; Roman and Sharon had rented the house where the murders occurred from former Byrds producer, Terry Melcher.&nbsp; Dennis Wilson had introduced Manson and Melcher, trying to set up a record deal.&nbsp; Melcher declined, Manson became enraged, and we all know what happens next.</p>",0,2008-11-26 02:05:27,9,101,37.9402716,San Qunetin,-122.4875593,,Charles Manson,,['charles manson'],http://www.charliemanson.com/,,training,small,128000,0,,2008-11-26 02:04:18,2008-11-26 00:00:00,319,1,Folk,[17],[17],,1826,en,Attribution-Noncommercial-Share Alike 3.0 United States,741,,13,,[],If You Have No One
547,0,2008-11-26 02:07:50,2009-01-14 00:00:00,,2,142,"<p>Yes, that Charles Manson.&nbsp; Recorded by Manson in San Quentin in 2005 on a portable tape recorder.</p>
<p>artwork by Charles Manson.</p>",4681,,[],One Mind,16,Album,,,,"<p>Sure, there was some crazy and a mind-altering drug or two operative in the Tate murders, but there was also a method to Charlie's madness.&nbsp; Roman and Sharon had rented the house where the murders occurred from former Byrds producer, Terry Melcher.&nbsp; Dennis Wilson had introduced Manson and Melcher, trying to set up a record deal.&nbsp; Melcher declined, Manson became enraged, and we all know what happens next.</p>",0,2008-11-26 02:05:27,9,101,37.9402716,San Qunetin,-122.4875593,,Charles Manson,,['charles manson'],http://www.charliemanson.com/,,training,large,128000,0,,2008-11-26 02:04:20,2008-11-26 00:00:00,248,0,Folk,[17],[17],,670,en,Attribution-Noncommercial-Share Alike 3.0 United States,100,,14,,[],I Keep On Wondering (Interrupted)
548,0,2008-11-26 02:07:50,2009-01-14 00:00:00,,2,142,"<p>Yes, that Charles Manson.&nbsp; Recorded by Manson in San Quentin in 2005 on a portable tape recorder.</p>
<p>artwork by Charles Manson.</p>",4681,,[],One Mind,16,Album,,,,"<p>Sure, there was some crazy and a mind-altering drug or two operative in the Tate murders, but there was also a method to Charlie's madness.&nbsp; Roman and Sharon had rented the house where the murders occurred from former Byrds producer, Terry Melcher.&nbsp; Dennis Wilson had introduced Manson and Melcher, trying to set up a record deal.&nbsp; Melcher declined, Manson became enraged, and we all know what happens next.</p>",0,2008-11-26 02:05:27,9,101,37.9402716,San Qunetin,-122.4875593,,Charles Manson,,['charles manson'],http://www.charliemanson.com/,,training,large,128000,0,,2008-11-26 02:04:23,2008-11-26 00:00:00,235,2,Folk,[17],[17],,536,en,Attribution-Noncommercial-Share Alike 3.0 United States,119,,15,,[],1967- Mac Brother
549,0,2008-11-26 02:07:50,2009-01-14 00:00:00,,2,142,"<p>Yes, that Charles Manson.&nbsp; Recorded by Manson in San Quentin in 2005 on a portable tape recorder.</p>
<p>artwork by Charles Manson.</p>",4681,,[],One Mind,16,Album,,,,"<p>Sure, there was some crazy and a mind-altering drug or two operative in the Tate murders, but there was also a method to Charlie's madness.&nbsp; Roman and Sharon had rented the house where the murders occurred from former Byrds producer, Terry Melcher.&nbsp; Dennis Wilson had introduced Manson and Melcher, trying to set up a record deal.&nbsp; Melcher declined, Manson became enraged, and we all know what happens next.</p>",0,2008-11-26 02:05:27,9,101,37.9402716,San Qunetin,-122.4875593,,Charles Manson,,['charles manson'],http://www.charliemanson.com/,,training,large,128000,0,,2008-11-26 02:04:24,2008-11-26 00:00:00,155,0,Folk,[17],[17],,939,en,Attribution-Noncommercial-Share Alike 3.0 United States,290,,16,,[],"Venice, CA"
550,0,2008-11-26 02:08:19,2009-01-08 00:00:00,,0,143,,2918,,[],Unreleased,6,Album,,,Ironmilitis,"<p>Bringing out some of the best in the multinational/transcontinental dj conversation vein, Chief Boima has electrified the e-waves recently with several <a id=""ohqz"" title=""mixetapes"" href=""http://ironmilitis.com/tapes.html"">mixtapes</a> featuring his patent mix of African coupe-decale, highlife, and relentless up-to-date-ness in the dj mix format. He's currently riding a dj residency at <a href=""http://www.littlebaobab.com/"">Little Baobab</a> in the Mission/Hill district as well as promoting his own monthly party: The Highlife. Also, he produces tracks under the collective moniker <a id=""tbvy"" title=""Banana Clipz"" href=""http://www.myspace.com/bananaclipzzz"">Banana Clipz</a> with Oro 11, Zurita, and Brooklyn's Uproot Andy. To top it off, he plays cello in the instrumental <a href=""http://www.beatenbythem.com/"">Beaten By Them,</a> whose newest record is available from Thrill Jockey. Catch him writing at <a title=""Sherbro Son"" href=""http://chiefboima.com/"">Sherbro Son</a> as well as <a id=""yb_j"" title=""Ghetto Bassquake"" href=""http://ghettobassquake.blogspot.com/"">Ghetto Bassquake</a>. (via Dylan Going at <a href=""http://blog.wfmu.org/freeform/2008/11/free-music-arch.html""><em>WFMU's Beware of the Blog!</em></a>)</p>
<p><a href=""http://flickr.com/photos/racingmix/1765087414/"">photo</a> via Flickr user <a href=""http://flickr.com/photos/racingmix/"">RACINGMIX</a> <a href=""http://creativecommons.org/licenses/by-nc-sa/2.0/deed.en"">Some Rights Reserved</a></p>",0,2008-11-26 02:05:56,0,102,37.7749295,"San Francisco, CA",-122.4194155,,Chief Boima,Beaten By Them,"['san francisco', 'chief boima']",http://chiefboima.com,,training,medium,320000,0,,2008-11-26 02:04:26,,272,5,Electronic,[15],[15],,2933,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,2632,,0,,[],Cello Duet No. 1
554,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:04:41,2008-11-26 00:00:00,135,0,,"[76, 103]","[17, 10, 76, 103]",,1256,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,724,,1,,[],Disturbed
555,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:04:43,2008-11-26 00:00:00,234,0,,"[76, 103]","[17, 10, 76, 103]",,193,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,140,,2,,[],Shaking
556,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:04:47,2008-11-26 00:00:00,228,0,,"[76, 103]","[17, 10, 76, 103]",,211,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,124,,3,,[],The Applemen
557,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:04:49,2008-11-26 00:00:00,178,0,,"[76, 103]","[17, 10, 76, 103]",,191,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,112,,4,,[],Waitin'
558,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:04:53,2008-11-26 00:00:00,342,0,,"[76, 103]","[17, 10, 76, 103]",,285,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,199,,5,,[],Emotion
559,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:04:57,2008-11-26 00:00:00,165,0,,"[76, 103]","[17, 10, 76, 103]",,186,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,104,,6,,[],Takeaway
560,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:04:59,2008-11-26 00:00:00,157,0,,"[76, 103]","[17, 10, 76, 103]",,225,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,141,,7,,[],Serious
561,-1,,,,-1,147,,-1,,[],Crikey,-1,,1990-01-01 00:00:00,2011-01-01 00:00:00,,"<p>Songs written by: Nicky Cook</p>
<p>VOCALS, CAJON AND TABLA+ UKELELE</p>",2,2008-11-26 01:42:52,10,4,51.895927,Colchester England,0.891874,"Nicky Cook
",Nicky Cook,,"['instrumentals', 'experimental pop', 'post punk', 'experimental rock', 'soundtracks', 'lo fi', 'nicky', 'impro', 'cook', 'nicky andrews', 'ukelele', 'nicky cook', 'singer songwriter', 'tabla']",,,training,large,256000,0,,2008-11-26 02:05:02,2008-11-26 00:00:00,268,0,,"[76, 103]","[17, 10, 76, 103]",,302,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,233,,8,,[],Fairies
562,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:10,2007-01-01 00:00:00,69,0,Rock,[12],[12],,495,en,Attribution-NonCommercial-ShareAlike 3.0 International,127,,1,,[],Ex Lucky
563,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:11,2007-01-01 00:00:00,168,0,Rock,[12],[12],,311,en,Attribution-NonCommercial-ShareAlike 3.0 International,134,,2,,[],Dumb Me Down
564,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,medium,256000,0,,2008-11-26 02:05:14,2007-01-01 00:00:00,141,4,Rock,[12],[12],,998,en,Attribution-NonCommercial-ShareAlike 3.0 International,467,,3,,[],The Sugar Society
565,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:16,2007-01-01 00:00:00,154,0,Rock,[12],[12],,577,en,Attribution-NonCommercial-ShareAlike 3.0 International,93,,4,,[],Sophia
566,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:18,2007-01-01 00:00:00,182,0,Rock,[12],[12],,707,en,Attribution-NonCommercial-ShareAlike 3.0 International,181,,5,,[],Jasmine
567,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:20,2007-01-01 00:00:00,130,0,Rock,[12],[12],,431,en,Attribution-NonCommercial-ShareAlike 3.0 International,183,,6,,[],Liberty's Bell
568,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:23,2007-01-01 00:00:00,147,0,Rock,[12],[12],,428,en,Attribution-NonCommercial-ShareAlike 3.0 International,110,,7,,[],Disconnect
569,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:25,2007-01-01 00:00:00,149,0,Rock,[12],[12],,553,en,Attribution-NonCommercial-ShareAlike 3.0 International,81,,8,,[],Shadow Law
570,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:27,2007-01-01 00:00:00,141,0,Rock,[12],[12],,410,en,Attribution-NonCommercial-ShareAlike 3.0 International,70,,9,,[],Old Route 13
571,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:30,2007-01-01 00:00:00,79,0,Rock,[12],[12],,404,en,Attribution-NonCommercial-ShareAlike 3.0 International,157,,10,,[],Medicine Chant
572,0,2008-11-26 02:08:59,2007-01-01 00:00:00,,0,148,,1733,,[],Cinwaves,11,Album,,,Floboto,"<p>Stone Roses &amp; Peter Gabriel meet the Cult &amp; Echo &amp; Bunnymen for a Cranberry/XTC cocktail and naked lunch. (-via <a href=""http://www.last.fm/music/cinwaves/+wiki"" target=""_blank"">last.fm</a>)</p>",0,2008-11-26 02:06:36,0,105,26.3184123,"Deerfield Beach, FL",-80.0997657,,Cinwaves,,['cinwaves'],http://www.cinwaves.com/,,test,large,256000,0,,2008-11-26 02:05:31,2007-01-01 00:00:00,178,0,Rock,[12],[12],,413,en,Attribution-NonCommercial-ShareAlike 3.0 International,147,,11,,[],Awaken
573,0,2008-11-26 02:09:21,2009-01-08 00:00:00,,0,149,"<p>Loud and ugly brawl rock hailing from the City of Brotherly Love. Clockcleaner is a three piece mixing a hateful stew of wiry hard rock suitable for beating friends and family. This is the band's second full length. (-via <a href=""http://www.loadrecords.com/bands/clockcleaner.html"" target=""_blank"">LoadRecords.com</a>)</p>",3169,,[],Babylon Rules,2,Album,2004-01-01 00:00:00,,Load Records,"<p>Clockcleaner is a punk band from Philadelphia, Pennsylvania named after a particular ""Hot Bag"" of heroin that was distributed in Philadelphia in the 1980's. The band consists of John Sharkey III on vocals/Guitar, Karen Horner on Bass, and Richie Charles Jr on drums. The trio has drawn comparisons to <span class=""mw-redirect"">The Birthday Party</span>, Big Black, Bauhaus, Flipper and even harsh noise band Whitehouse. Their influences include Cro-Mags, GG Allin, Sun Ra, Brainbombs, Neil Young, and the first Skrewdriver LP.</p>
<p>Formed in summer of 2003, Clockcleaner released an LP called The Hassler on the now defunct Philadelphia label <span class=""new"">Manic Ride Records</span>. The album echoed early 90s noise rock, with high pitch guitar sonics and a thumping bass sound. After touring for the EP original bassist R. Slegel left the band, and was replaced in the studio by John Sharkey. In Early 2006 they released a 7"" on Baltimore&rsquo;s Noise/Avant label Hit-Dat Records (Missing Dick b/w Crucifucks' cover By the Door). Soon to follow was their second LP, released on another Baltimore label, <span class=""new"">Reptilian Records</span>. The album was called <em>Nevermind</em> (a sarcastic ode to Nirvana&rsquo;s 1991 release). The record was allegedly recorded while Sharkey was under a state of bi-lateral amnesia from a car accident in summer of 2005. John Sharkey has insisted that the title was a joke to piss people off (He has even gone as far to call Nirvana ""dogshit"" in a Dusted Magazine interview in 2007).</p>
<p>""People think that record is like the Bible,"" says Sharkey via phone from his North Philadelphia home. ""Fuck that record. It's completely piss-poor. It did not stand the test of time. I can understand the mania that it caused, and I mean, it's good because hair metal sucked, but it almost caused another fuckin' trend that I have no concept of at all &ndash; alternative or modern rock. So, Nirvana were dogshit, and I thought it was funny to name our record Nevermind. I kind of wanted people to react like, 'What balls! Who the fuck are these assholes?'""</p>
<blockquote></blockquote>
<p>""Nevermind"" was a departure from their punk sound. Nevermind had more in common with many of the mid to late 90s SiltbreezeHarry Pussy and The Dead C. After the album was recorded Karen Horner became the permanent bassist. Her first show with Clockcleaner was opening for <span class=""mw-redirect"">The Melvins</span>. The album did well with many critics and in late 2006 the group signed to Load Records. <em>Babylon Rules</em> followed for the label. bands such as</p>
<p>The band toured extensively during the fall of 2007 in support of <em>Babylon Rules</em> in the US playing mainly with acts championed by the band, such as Mika Miko, The Lamps and The Homostupids. <em>(via http://en.wikipedia.org/wiki/Clockcleaner)</em></p>",0,2008-11-26 02:06:57,11,106,,,,"John Sharkey, Karen Horner, Richard H. Charles jr.",Clockcleaner,,"['philadelphia', 'clockcleaner']",http://www.myspace.com/clockcleaner,http://en.wikipedia.org/wiki/Clockcleaner,training,medium,190833,0,Clockcleaner,2008-11-26 02:05:34,2007-10-17 00:00:00,394,5,Rock,[25],"[25, 12]",,1150,en,Attribution-NonCommercial-ShareAlike 3.0 International,751,,3,,[],When My Ship Comes In
574,0,2008-11-26 02:09:21,2009-01-08 00:00:00,,0,149,"<p>Loud and ugly brawl rock hailing from the City of Brotherly Love. Clockcleaner is a three piece mixing a hateful stew of wiry hard rock suitable for beating friends and family. This is the band's second full length. (-via <a href=""http://www.loadrecords.com/bands/clockcleaner.html"" target=""_blank"">LoadRecords.com</a>)</p>",3169,,[],Babylon Rules,2,Album,2004-01-01 00:00:00,,Load Records,"<p>Clockcleaner is a punk band from Philadelphia, Pennsylvania named after a particular ""Hot Bag"" of heroin that was distributed in Philadelphia in the 1980's. The band consists of John Sharkey III on vocals/Guitar, Karen Horner on Bass, and Richie Charles Jr on drums. The trio has drawn comparisons to <span class=""mw-redirect"">The Birthday Party</span>, Big Black, Bauhaus, Flipper and even harsh noise band Whitehouse. Their influences include Cro-Mags, GG Allin, Sun Ra, Brainbombs, Neil Young, and the first Skrewdriver LP.</p>
<p>Formed in summer of 2003, Clockcleaner released an LP called The Hassler on the now defunct Philadelphia label <span class=""new"">Manic Ride Records</span>. The album echoed early 90s noise rock, with high pitch guitar sonics and a thumping bass sound. After touring for the EP original bassist R. Slegel left the band, and was replaced in the studio by John Sharkey. In Early 2006 they released a 7"" on Baltimore&rsquo;s Noise/Avant label Hit-Dat Records (Missing Dick b/w Crucifucks' cover By the Door). Soon to follow was their second LP, released on another Baltimore label, <span class=""new"">Reptilian Records</span>. The album was called <em>Nevermind</em> (a sarcastic ode to Nirvana&rsquo;s 1991 release). The record was allegedly recorded while Sharkey was under a state of bi-lateral amnesia from a car accident in summer of 2005. John Sharkey has insisted that the title was a joke to piss people off (He has even gone as far to call Nirvana ""dogshit"" in a Dusted Magazine interview in 2007).</p>
<p>""People think that record is like the Bible,"" says Sharkey via phone from his North Philadelphia home. ""Fuck that record. It's completely piss-poor. It did not stand the test of time. I can understand the mania that it caused, and I mean, it's good because hair metal sucked, but it almost caused another fuckin' trend that I have no concept of at all &ndash; alternative or modern rock. So, Nirvana were dogshit, and I thought it was funny to name our record Nevermind. I kind of wanted people to react like, 'What balls! Who the fuck are these assholes?'""</p>
<blockquote></blockquote>
<p>""Nevermind"" was a departure from their punk sound. Nevermind had more in common with many of the mid to late 90s SiltbreezeHarry Pussy and The Dead C. After the album was recorded Karen Horner became the permanent bassist. Her first show with Clockcleaner was opening for <span class=""mw-redirect"">The Melvins</span>. The album did well with many critics and in late 2006 the group signed to Load Records. <em>Babylon Rules</em> followed for the label. bands such as</p>
<p>The band toured extensively during the fall of 2007 in support of <em>Babylon Rules</em> in the US playing mainly with acts championed by the band, such as Mika Miko, The Lamps and The Homostupids. <em>(via http://en.wikipedia.org/wiki/Clockcleaner)</em></p>",0,2008-11-26 02:06:57,11,106,,,,"John Sharkey, Karen Horner, Richard H. Charles jr.",Clockcleaner,,"['philadelphia', 'clockcleaner']",http://www.myspace.com/clockcleaner,http://en.wikipedia.org/wiki/Clockcleaner,training,small,219522,0,Clockcleaner,2008-11-26 02:05:38,2007-10-17 00:00:00,267,11,Rock,[25],"[25, 12]",,3169,en,Attribution-NonCommercial-ShareAlike 3.0 International,2617,,4,,[],Caliente Queen
575,0,2008-11-26 02:09:27,2009-01-16 00:00:00,,0,150,"<p>Unreleased mp3s from Clyde Rourke of The Loto Ball Show, Rok/Paper/Disco, and beatsynthetic.</p>",395,,[],unreleased Clyde Rourke mp3s,4,Single Tracks,,,,,0,2008-11-26 02:07:04,0,107,41.8781136,"Chicago, IL",-87.6297982,,Clyde Rourke,"The Loto Ball Show, Rok/Paper/Disco",['clyde rourke'],,,training,large,320000,0,Clyde,2008-11-26 02:05:41,,342,0,Rock,[12],[12],,350,en,Attribution-Noncommercial-Share Alike 3.0 United States,96,,0,,[],Shining the Diamond
